Index: Init, Total -- indiv
343673: 3060.0, 2453.5699999999997 -- [ 2300.62   152.95]
343909: 3060.0, 2132.079 -- [  146.299  1985.78 ]
343927: 3060.0, 3060.001 -- [ 2791.67    268.331]
344046: 3060.0, 3060.002 -- [ 2913.22    146.782]
344110: 3060.0, 2772.5582000000004 -- [ 2740.28      32.2782]
344124: 3060.0, 1506.3220000000001 -- [  196.672  1309.65 ]
344139: 3060.0, 1831.7737 -- [   76.5137  1755.26  ]
344355: 3060.0, 2412.1042 -- [ 2377.94      34.1642]
344397: 3060.0, 1165.707 -- [  140.817  1024.89 ]
344401: 3060.0, 2728.6389999999997 -- [  261.669  2466.97 ]
344564: 3060.0, 2732.729 -- [  482.279  2250.45 ]
344667: 3060.0, 2625.797 -- [ 2447.82    177.977]
344763: 3060.0, 2773.3199999999997 -- [  190.83  2582.49]
344971: 3060.0, 3060.0 -- [  293.65  2766.35]
345088: 3060.0, 3015.647 -- [ 2786.57    229.077]
345150: 3060.0, 1345.882 -- [ 574.539  771.343]
345213: 3060.0, 2085.829 -- [  332.579  1753.25 ]
345608: 3060.0, 3060.003 -- [  205.643  2854.36 ]
345623: 3060.0, 1962.8049999999998 -- [  132.495  1830.31 ]
345671: 3060.0, 3059.997 -- [ 2611.54    448.457]
345841: 3060.0, 2811.4717 -- [   68.0917  2743.38  ]
346056: 3060.0, 1247.2437 -- [ 1213.35      33.8937]
346472: 3060.0, 2522.7533 -- [   36.2833  2486.47  ]
346836: 3060.0, 1354.461 -- [ 1078.54    275.921]
346863: 3060.0, 2268.9629999999997 -- [ 1864.05    404.913]
347011: 3060.0, 2737.4797 -- [ 2674.37      63.1097]
347159: 3060.0, 2152.132 -- [  803.622  1348.51 ]
347214: 3060.0, 1942.816 -- [ 1038.24    904.576]
347358: 3060.0, 1379.9431 -- [   24.1531  1355.79  ]
347372: 3060.0, 2367.4590000000003 -- [  120.639  2246.82 ]
347400: 3060.0, 2851.1846 -- [ 2829.89      21.2946]
347596: 3060.0, 3059.9988000000003 -- [ 2874.27     139.784     45.9448]
347613: 3060.0, 1729.575 -- [ 1210.75    518.825]
347645: 3060.0, 3059.9964 -- [ 2961.83      98.1664]
347688: 3060.0, 3060.0009999999997 -- [  150.031  2909.97 ]
347790: 3060.0, 2958.1212 -- [ 2928.65      29.4712]
347897: 3060.0, 2975.704 -- [  122.474  2853.23 ]
347997: 3060.0, 2557.255 -- [ 1765.28    791.975]
348020: 3060.0, 3059.995 -- [  268.765  2791.23 ]
348184: 3060.0, 468.605 -- [ 108.576  360.029]
348356: 3060.0, 3059.9950000000003 -- [  197.175  2862.82 ]
348416: 3060.0, 2903.60248 -- [ 2896.96        6.64248]
348495: 3060.0, 456.776 -- [ 192.538  264.238]
348730: 3060.0, 3059.997 -- [  248.257  2811.74 ]
348789: 3060.0, 2697.9354 -- [   73.6654  2624.27  ]
348790: 3060.0, 3060.0009999999997 -- [  457.031  2602.97 ]
348834: 3060.0, 2351.328 -- [  132.748  2218.58 ]
348835: 3060.0, 1586.0375 -- [ 1490.86      95.1775]
348993: 3060.0, 2124.445 -- [  170.035  1954.41 ]
348998: 3060.0, 2917.8590000000004 -- [ 2747.32    170.539]
349222: 3060.0, 1307.3371499999998 -- [    3.99715  1303.34   ]
349279: 3060.0, 3060.004 -- [  543.644  2516.36 ]
349391: 3060.0, 1713.2079999999999 -- [  119.878  1593.33 ]
349646: 3060.0, 2758.917 -- [  651.555   201.762  1905.6  ]
349778: 3060.0, 2218.7314 -- [   11.8814  2206.85  ]
349884: 3060.0, 2878.054 -- [ 2767.9     110.154]
349889: 3060.0, 2227.627 -- [ 2098.94    128.687]
350096: 3060.0, 2635.2030000000004 -- [  250.193  2385.01 ]
350184: 3060.0, 2617.4809999999998 -- [  249.961  2367.52 ]
350245: 3060.0, 2891.7062 -- [   86.8562  2804.85  ]
350248: 3060.0, 2474.636 -- [  254.716  2219.92 ]
350295: 3060.0, 2837.21 -- [ 2642.17   195.04]
350348: 3060.0, 3060.0 -- [  141.33  2918.67]
350447: 3060.0, 3060.0020000000004 -- [ 2893.26    166.742]
350467: 3060.0, 2432.4442 -- [ 2380.67      51.7742]
350472: 3060.0, 802.0719999999999 -- [ 262.556  539.516]
350800: 3060.0, 3060.004 -- [  466.164  2593.84 ]
350830: 3060.0, 3060.003 -- [ 2846.05    213.953]
350889: 3060.0, 3060.0 -- [ 2892.16   167.84]
351194: 3060.0, 1788.472 -- [ 1644.72    143.752]
351286: 3060.0, 675.5864 -- [ 663.705    11.8814]
351293: 3060.0, 2852.645 -- [  164.975  2687.67 ]
351426: 3060.0, 2298.0750000000003 -- [  170.315  2127.76 ]
351701: 3060.0, 2921.2109 -- [   21.8409  2899.37  ]
351714: 3060.0, 2747.654 -- [   80.464  2667.19 ]
351987: 3060.0, 2835.2593 -- [ 2812.94      22.3193]
352069: 3060.0, 2839.0292 -- [ 2793.46      45.5692]
352075: 3060.0, 2186.751 -- [  465.301  1721.45 ]
352089: 3060.0, 1691.0400000000002 -- [ 1540.38   150.66]
352165: 3060.0, 3060.0009999999997 -- [  257.881  2802.12 ]
352300: 3060.0, 732.4079999999999 -- [ 392.419  339.989]
352467: 3060.0, 2618.698 -- [  245.328  2373.37 ]
352478: 3060.0, 1673.9666 -- [   29.0566  1644.91  ]
352568: 3060.0, 1025.482 -- [ 132.608  892.874]
352660: 3060.0, 2784.6720499999997 -- [  2.18205000e+00   2.78249000e+03]
352705: 3060.0, 2729.555 -- [  164.084   164.921  2400.55 ]
352717: 3060.0, 3060.0 -- [  417.14  2642.86]
352899: 3060.0, 3059.996 -- [ 2925.87    134.126]
352920: 3060.0, 2595.004 -- [  157.524  2437.48 ]
352986: 3060.0, 2821.1 -- [  821.79  1999.31]
353354: 3060.0, 2473.84 -- [ 2291.44   182.4 ]
353412: 3060.0, 1266.222 -- [  164.692  1101.53 ]
353618: 3060.0, 2871.3418 -- [ 2775.82      95.5218]
353947: 3060.0, 1308.37 -- [ 1031.29   277.08]
354038: 3060.0, 2703.124 -- [  194.314  2508.81 ]
354131: 3060.0, 2933.5832 -- [ 2921.48      12.1032]
354330: 3060.0, 2279.103 -- [ 2032.89    246.213]
354371: 3060.0, 2559.025 -- [ 2451.51    107.515]
354524: 3060.0, 1069.758 -- [ 187.533  882.225]
354572: 3060.0, 3060.002 -- [  122.252  2937.75 ]
354627: 3060.0, 725.098 -- [ 540.978  184.12 ]
354682: 3060.0, 1623.0659999999998 -- [  323.746  1299.32 ]
354832: 3060.0, 1648.084 -- [ 1406.93    241.154]
355318: 3060.0, 3059.9979999999996 -- [  776.758  2283.24 ]
355370: 3060.0, 3060.0 -- [ 2817.39   242.61]
355376: 3060.0, 802.4739999999999 -- [ 189.301  613.173]
355642: 3060.0, 423.7715 -- [ 341.159    82.6125]
355726: 3060.0, 2848.42 -- [ 1041.58  1806.84]
355755: 3060.0, 2063.384 -- [  290.104  1773.28 ]
355861: 3060.0, 3060.002 -- [ 2820.42    239.582]
355877: 3060.0, 3059.996 -- [ 2851.36    208.636]
355916: 3060.0, 969.9372999999999 -- [  45.6953  924.242 ]
356006: 3060.0, 2454.0789999999997 -- [  371.499  2082.58 ]
356064: 3060.0, 2424.503 -- [  287.913  2136.59 ]
356121: 3060.0, 2717.5774 -- [   77.9574  2639.62  ]
356248: 3060.0, 766.279 -- [ 121.008  645.271]
356318: 3060.0, 1878.9070000000002 -- [  239.717  1639.19 ]
356357: 3060.0, 2229.66 -- [ 1987.45   242.21]
356374: 3060.0, 1252.644 -- [ 357.963  894.681]
356424: 3060.0, 2256.1385999999998 -- [ 2190.87      65.2686]
356590: 3060.0, 2698.5570000000002 -- [  260.887  2437.67 ]
356755: 3060.0, 2846.055 -- [ 2602.74    243.315]
356788: 3060.0, 2838.07129 -- [ 2828.73        9.34129]
356807: 3060.0, 3060.002 -- [  654.612  2405.39 ]
356876: 3060.0, 1820.032 -- [  699.492  1120.54 ]
357115: 3060.0, 2568.928 -- [ 2040.3     528.628]
357131: 3060.0, 3059.997 -- [ 2872.47    187.527]
357143: 3060.0, 3060.001 -- [  201.271  2858.73 ]
357216: 3060.0, 2505.018 -- [ 2318.05    186.968]
357342: 3060.0, 2343.514 -- [  696.824  1646.69 ]
357358: 3060.0, 2594.423 -- [  141.883  2452.54 ]
357415: 3060.0, 181.7853 -- [ 134.096    47.6893]
357430: 3060.0, 2333.324 -- [  210.844  2122.48 ]
357431: 3060.0, 3060.002 -- [ 2122.13    937.872]
357591: 3060.0, 2667.4440999999997 -- [ 2598.41      69.0341]
357644: 3060.0, 2380.614 -- [   23.404  2357.21 ]
357657: 3060.0, 3060.0029999999997 -- [ 2954.95    105.053]
357792: 3060.0, 3059.997 -- [ 2927.93    132.067]
357842: 3060.0, 2180.427 -- [  276.717  1903.71 ]
358124: 3060.0, 2858.7883 -- [ 2843.05      15.7383]
358231: 3060.0, 217.42079999999999 -- [  84.8548  132.566 ]
358253: 3060.0, 2273.005 -- [ 2153.76    119.245]
358300: 3060.0, 3060.002 -- [  143.982  2916.02 ]
358454: 3060.0, 3060.0049999999997 -- [  241.825  2818.18 ]
358465: 3060.0, 3059.997 -- [  186.028   122.749  2751.22 ]
358593: 3060.0, 1414.28 -- [ 1225.68   188.6 ]
358667: 3060.0, 1773.7450000000001 -- [ 1576.89    196.855]
358668: 3060.0, 2721.525 -- [ 1876.25    845.275]
358854: 3060.0, 2827.5769999999998 -- [ 2685.14    142.437]
359074: 3060.0, 2928.9519999999998 -- [ 2738.99    189.962]
359116: 3060.0, 2792.474 -- [ 1888.24    904.234]
359141: 3060.0, 2757.658 -- [  191.908  2565.75 ]
359166: 3060.0, 2622.7123 -- [   25.8323  2596.88  ]
359459: 3060.0, 2258.773 -- [ 1966.43    292.343]
359859: 3060.0, 2265.335 -- [ 2127.83    137.505]
360084: 3060.0, 2717.626 -- [ 1886.43    831.196]
360114: 3060.0, 2284.648 -- [  686.588  1598.06 ]
360194: 3060.0, 2053.272 -- [  754.042  1299.23 ]
360212: 3060.0, 3060.0029999999997 -- [ 2922.87    137.133]
360475: 3060.0, 2832.104 -- [  218.654  2613.45 ]
360573: 3060.0, 3059.996 -- [  422.596  2637.4  ]
360603: 3060.0, 2024.3760000000002 -- [  770.676  1253.7  ]
360633: 3060.0, 56.163880000000006 -- [ 47.4626    8.70128]
360685: 3060.0, 2086.4383000000003 -- [ 2028.4       58.0383]
361120: 3060.0, 3059.9970000000003 -- [ 2400.8     659.197]
361149: 3060.0, 2908.4 -- [  149.82  2758.58]
361164: 3060.0, 2218.1935 -- [   97.5335  2120.66  ]
361194: 3060.0, 3059.995 -- [  300.895  2759.1  ]
361237: 3060.0, 2841.632 -- [  144.812  2696.82 ]
361239: 3060.0, 2329.599 -- [  149.769  2179.83 ]
361286: 3060.0, 2568.9971 -- [   20.1671  2548.83  ]
361307: 3060.0, 3060.001 -- [ 2744.01    315.991]
361484: 3060.0, 1859.832 -- [  177.092  1682.74 ]
361656: 3060.0, 2839.3378 -- [   17.7578  2821.58  ]
361825: 3060.0, 308.1902 -- [ 257.603    50.5872]
361842: 3060.0, 2500.6379 -- [ 2488.28      12.3579]
361971: 3060.0, 1169.237 -- [ 852.19   317.047]
362066: 3060.0, 2650.028 -- [  155.238  2494.79 ]
362106: 3060.0, 2839.682 -- [  195.162  2644.52 ]
362379: 3060.0, 1750.4579999999999 -- [ 1169.61    580.848]
362560: 3060.0, 2348.4939999999997 -- [ 2130.35    218.144]
362643: 3060.0, 3025.2529999999997 -- [  134.553  2890.7  ]
362677: 3060.0, 3060.0029999999997 -- [ 2802.31    257.693]
363313: 3060.0, 436.15999999999997 -- [ 153.279  282.881]
363336: 3060.0, 2809.281 -- [ 1966.47    842.811]
363363: 3060.0, 3025.2595 -- [   91.1695  2934.09  ]
363696: 3060.0, 2819.009 -- [  117.259  2701.75 ]
363772: 3060.0, 1135.393 -- [ 944.1    191.293]
363872: 3060.0, 977.7314 -- [  25.7164  952.015 ]
363889: 3060.0, 2048.305 -- [ 1944.56    103.745]
363968: 3060.0, 2711.66366 -- [  8.03660000e-01   2.71086000e+03]
363975: 3060.0, 3059.9970000000003 -- [ 2874.38    185.617]
364216: 3060.0, 1110.9288 -- [  74.5247   84.2111  952.193 ]
364472: 3060.0, 3060.0009999999997 -- [ 2845.72    214.281]
364508: 3060.0, 381.35150000000004 -- [ 357.463    23.8885]
364915: 3060.0, 2586.125 -- [  193.255  2392.87 ]
364926: 3060.0, 3059.996 -- [ 2822.85    237.146]
365013: 3060.0, 1567.5399 -- [ 1390.07      41.9549   135.515 ]
365074: 3060.0, 2756.2232999999997 -- [ 2709.2       47.0233]
365096: 3060.0, 2811.978 -- [ 2492.33    319.648]
365099: 3060.0, 3060.0 -- [ 2869.39   190.61]
365196: 3060.0, 2812.79 -- [  200.46  2612.33]
365244: 3060.0, 3060.0040000000004 -- [  297.934  2762.07 ]
365294: 3060.0, 2116.232 -- [  418.182  1698.05 ]
365439: 3060.0, 2858.677 -- [ 2793.63     65.047]
365559: 3060.0, 2838.545 -- [ 2558.1     280.445]
365609: 3060.0, 2864.811 -- [ 2557.73    307.081]
365677: 3060.0, 1154.7130000000002 -- [ 615.633  539.08 ]
365862: 3060.0, 1246.8669 -- [   81.3969  1165.47  ]
365907: 3060.0, 1776.9189999999999 -- [ 1203.84    573.079]
366117: 3060.0, 3059.995 -- [  129.825  2930.17 ]
366255: 3060.0, 1121.937 -- [ 590.371  531.566]
366286: 3060.0, 2770.9971 -- [   64.0571  2706.94  ]
366335: 3060.0, 3060.001 -- [ 2896.15    163.851]
366533: 3060.0, 2917.38444 -- [    7.82444  2909.56   ]
366573: 3060.0, 2679.611 -- [  232.781  2446.83 ]
366628: 3060.0, 1021.042458 -- [  8.31529000e+02   1.89183000e+02   3.30458000e-01]
366637: 3060.0, 2819.1110000000003 -- [ 2200.3     618.811]
366644: 3060.0, 2776.8579 -- [   18.0479  2758.81  ]
366689: 3060.0, 2533.3712600000003 -- [ 2246.84      282.995       3.53626]
366691: 3060.0, 1948.11795 -- [ 1938.77        9.34795]
366886: 3060.0, 1030.5 -- [ 543.431  487.069]
366958: 3060.0, 2791.6499999999996 -- [ 1381.34  1410.31]
366961: 3060.0, 2209.417 -- [ 1346.07    863.347]
366964: 3060.0, 2223.232 -- [  242.522  1980.71 ]
367239: 3060.0, 2453.151 -- [ 2032.29    420.861]
367367: 3060.0, 1697.182 -- [ 1548.84    148.342]
367507: 3060.0, 2887.5045 -- [   81.2345  2806.27  ]
367526: 3060.0, 2541.6616000000004 -- [   94.5916  2447.07  ]
367543: 3060.0, 2512.5299999999997 -- [  181.2   2331.33]
367785: 3060.0, 1870.3192 -- [   33.4592  1836.86  ]
367832: 3060.0, 3059.998 -- [ 2872.55    187.448]
367860: 3060.0, 2791.8480000000004 -- [  116.838  2675.01 ]
368162: 3060.0, 511.05600000000004 -- [ 317.42   193.636]
368336: 3060.0, 1854.0701999999999 -- [   20.3102  1833.76  ]
368655: 3060.0, 3059.998 -- [ 2950.64    109.358]
368706: 3060.0, 3060.0020000000004 -- [ 2954.55    105.452]
368713: 3060.0, 2731.1661 -- [   45.2861  2685.88  ]
368913: 3060.0, 3060.001 -- [ 2955.65    104.351]
368960: 3060.0, 2748.69479 -- [ 2742.77        5.92479]
369004: 3060.0, 3059.995 -- [  153.455  2906.54 ]
369055: 3060.0, 2719.116 -- [  211.646  2507.47 ]
369197: 3060.0, 3059.9959999999996 -- [  172.526  2887.47 ]
369315: 3060.0, 594.5276 -- [ 514.783    79.7446]
369382: 3060.0, 917.887 -- [ 311.406  606.481]
369468: 3060.0, 3060.0 -- [ 2855.53   204.47]
369496: 3060.0, 3060.005 -- [ 2394.39    665.615]
369502: 3060.0, 595.0262 -- [ 513.992    81.0342]
369746: 3060.0, 1398.0029000000002 -- [ 1373.9       24.1029]
369803: 3060.0, 3059.998 -- [  119.248  2940.75 ]
369890: 3060.0, 1957.777 -- [  117.207  1840.57 ]
369965: 3060.0, 3059.996 -- [  128.516  2931.48 ]
370057: 3060.0, 3059.998 -- [  174.768  2885.23 ]
370108: 3060.0, 135.5449 -- [ 123.712    11.8329]
370354: 3060.0, 2512.068 -- [  602.748  1909.32 ]
370482: 3060.0, 1802.0929999999998 -- [ 1677.36    124.733]
370524: 3060.0, 3060.004 -- [ 2847.19    212.814]
370801: 3060.0, 1769.605 -- [ 1218.44    551.165]
370986: 3060.0, 2364.7296 -- [   15.9596  2348.77  ]
371047: 3060.0, 2256.2960000000003 -- [ 1636.9     619.396]
371097: 3060.0, 2916.7 -- [ 2702.49   214.21]
371144: 3060.0, 1096.52 -- [ 1014.6     81.92]
371367: 3060.0, 3059.999 -- [ 2685.37    374.629]
371394: 3060.0, 2727.5919999999996 -- [  185.122  2542.47 ]
371469: 3060.0, 3060.005 -- [  400.695  2659.31 ]
371530: 3060.0, 2446.461 -- [ 2071.39    375.071]
371652: 3060.0, 2761.1369999999997 -- [  105.747  2655.39 ]
371725: 3060.0, 1102.176 -- [ 220.869  881.307]
371729: 3060.0, 82.2851 -- [ 58.8086  23.4765]
371830: 3060.0, 2249.9002 -- [   26.6502  2223.25  ]
372053: 3060.0, 611.225 -- [ 406.383  204.842]
372083: 3060.0, 2659.2799999999997 -- [ 1485.62  1173.66]
372290: 3060.0, 2650.2290000000003 -- [  182.449  2467.78 ]
372430: 3060.0, 2311.197 -- [  211.357  2099.84 ]
372447: 3060.0, 2294.049 -- [  239.979  2054.07 ]
372528: 3060.0, 2903.914 -- [ 2667.15    236.764]
372638: 3060.0, 2580.651 -- [  275.951  2304.7  ]
372660: 3060.0, 2571.3377 -- [   24.2077  2547.13  ]
373248: 3060.0, 3059.997 -- [ 2803.      256.997]
373304: 3060.0, 2627.9187699999998 -- [ 2275.99        7.13677   344.792  ]
373348: 3060.0, 2877.161 -- [ 2669.79    207.371]
373566: 3060.0, 2775.8210000000004 -- [  496.271  2279.55 ]
373606: 3060.0, 1335.255 -- [ 1169.52    165.735]
373710: 3060.0, 1415.198 -- [  260.718  1154.48 ]
373776: 3060.0, 230.3052 -- [  92.8652  137.44  ]
373832: 3060.0, 1707.2930000000001 -- [ 1461.4     245.893]
374050: 3060.0, 2535.8805 -- [ 2502.84      33.0405]
374057: 3060.0, 2784.6620000000003 -- [  569.652  2215.01 ]
374074: 3060.0, 2922.721 -- [  242.561  2680.16 ]
374106: 3060.0, 1970.9819 -- [   30.3919  1940.59  ]
374319: 3060.0, 3060.0029999999997 -- [ 2736.49    323.513]
374420: 3060.0, 322.998 -- [ 137.058  185.94 ]
374487: 3060.0, 1754.4368000000002 -- [   14.0468  1740.39  ]
374553: 3060.0, 1453.016 -- [ 1261.48    191.536]
374573: 3060.0, 2640.637 -- [ 2249.65    390.987]
374913: 3060.0, 2837.687 -- [ 2714.42    123.267]
374936: 3060.0, 3060.0 -- [ 2876.86   183.14]
374977: 3060.0, 2771.6519999999996 -- [  191.682  2579.97 ]
375014: 3060.0, 3014.29 -- [ 2647.74   366.55]
375270: 3060.0, 2943.615 -- [ 2729.58    214.035]
375356: 3060.0, 2792.3983999999996 -- [   57.1584  2735.24  ]
375447: 3060.0, 3060.004 -- [  161.804  2898.2  ]
375477: 3060.0, 2674.815 -- [  308.675  2366.14 ]
375517: 3060.0, 707.7868 -- [  67.8958  639.891 ]
375723: 3060.0, 2345.215 -- [ 2123.63    221.585]
375849: 3060.0, 2917.9222999999997 -- [ 2854.45      63.4723]
375901: 3060.0, 2913.756 -- [   55.866  2857.89 ]
375946: 3060.0, 2537.886 -- [ 1716.21    821.676]
376089: 3060.0, 2307.707 -- [  452.907  1854.8  ]
376122: 3060.0, 2227.052 -- [ 1959.28    267.772]
376144: 3060.0, 1058.313 -- [ 111.391  946.922]
376257: 3060.0, 2288.721 -- [  534.001  1754.72 ]
376286: 3060.0, 3060.0 -- [ 2793.71   266.29]
376547: 3060.0, 2895.8320000000003 -- [ 2606.55    289.282]
376637: 3060.0, 2895.35913 -- [  1.14913000e+00   2.89421000e+03]
376667: 3060.0, 2484.4629999999997 -- [  639.143  1845.32 ]
376727: 3060.0, 3059.998 -- [  199.898  2860.1  ]
376777: 3060.0, 2764.8314 -- [  135.568     73.3934  2555.87  ]
376877: 3060.0, 2438.68 -- [ 1388.83  1049.85]
376903: 3060.0, 2801.4965 -- [   11.2365  2790.26  ]
376986: 3060.0, 3060.003 -- [  153.523  2906.48 ]
377009: 3060.0, 1551.135 -- [  172.545  1378.59 ]
377198: 3060.0, 1305.603 -- [ 996.934  308.669]
377220: 3060.0, 3060.004 -- [ 2877.62    182.384]
377472: 3060.0, 2802.32 -- [ 2637.02   165.3 ]
377543: 3060.0, 3060.002 -- [ 2853.34    206.662]
377636: 3060.0, 2387.489 -- [ 2062.41    325.079]
377650: 3060.0, 2658.895 -- [ 2242.69    416.205]
377673: 3060.0, 2241.358 -- [ 2086.15    155.208]
377757: 3060.0, 2741.6002 -- [   21.9602  2719.64  ]
377822: 3060.0, 2602.9249999999997 -- [ 2490.2     112.725]
377828: 3060.0, 2777.095 -- [  205.095  2572.   ]
377864: 3060.0, 1514.2910000000002 -- [ 1238.71    275.581]
377904: 3060.0, 3059.996 -- [ 2940.9     119.096]
377945: 3060.0, 1452.734 -- [  241.374  1211.36 ]
378640: 3060.0, 3059.9959999999996 -- [ 2887.49    172.506]
378947: 3060.0, 2472.626 -- [  111.146  2361.48 ]
379224: 3060.0, 2870.16 -- [  147.489   224.991  2497.68 ]
379269: 3060.0, 3060.0009999999997 -- [ 2779.18    280.821]
379281: 3060.0, 1422.98445 -- [    6.16445  1416.82   ]
379358: 3060.0, 2280.473 -- [ 1806.01    474.463]
379458: 3060.0, 3060.004 -- [  525.404  2534.6  ]
379470: 3060.0, 2453.9918 -- [   29.1218  2424.87  ]
379912: 3060.0, 2384.207 -- [  192.497  2191.71 ]
380012: 3060.0, 2751.089 -- [ 2634.68    116.409]
380052: 3060.0, 3059.996 -- [ 2832.9     227.096]
380178: 3060.0, 2685.926 -- [  280.286  2405.64 ]
380200: 3060.0, 2259.403 -- [ 2139.75    119.653]
380334: 3060.0, 3060.004 -- [ 2825.7     234.304]
380413: 3060.0, 2904.589 -- [  183.029  2721.56 ]
380475: 3060.0, 1967.0240000000001 -- [ 1584.41    382.614]
380741: 3060.0, 2870.6333999999997 -- [ 2803.45      67.1834]
380887: 3060.0, 2601.248 -- [  252.698  2348.55 ]
381304: 3060.0, 702.9200000000001 -- [ 199.899  503.021]
381340: 3060.0, 2865.2588 -- [ 2794.04      71.2188]
381448: 3060.0, 2569.199 -- [   88.279  2480.92 ]
381521: 3060.0, 2608.839 -- [ 2459.6     149.239]
381575: 3060.0, 762.402 -- [ 149.955  612.447]
381725: 3060.0, 2949.2246 -- [   24.8246  2924.4   ]
381807: 3060.0, 1304.0059999999999 -- [ 497.852  806.154]
381843: 3060.0, 1003.3509999999999 -- [ 699.425  303.926]
381858: 3060.0, 1964.423 -- [  173.733  1790.69 ]
381917: 3060.0, 2467.6706 -- [ 2380.96      86.7106]
382024: 3060.0, 2826.851 -- [ 2371.17    455.681]
382079: 3060.0, 1948.8429 -- [   40.6829  1908.16  ]
382093: 3060.0, 3059.995 -- [ 2600.98    178.702   280.313]
382138: 3060.0, 2777.486 -- [  400.556  2376.93 ]
382200: 3060.0, 3060.0 -- [  212.42  2847.58]
382311: 3060.0, 2341.8247 -- [   47.4847  2294.34  ]
382442: 3060.0, 175.4053 -- [  54.6743  120.731 ]
382450: 3060.0, 2751.408 -- [ 2560.96    190.448]
382702: 3060.0, 2504.34 -- [ 1171.83  1332.51]
382811: 3060.0, 2813.6151 -- [   51.3251  2762.29  ]
382903: 3060.0, 3060.0 -- [ 2870.39   189.61]
383079: 3060.0, 1145.9422000000002 -- [ 1077.14      68.8022]
383352: 3060.0, 2899.556 -- [ 2760.1     139.456]
383435: 3060.0, 3060.0009999999997 -- [ 2850.74    209.261]
383620: 3060.0, 2543.7252999999996 -- [   43.7353  2499.99  ]
383853: 3060.0, 3060.0029999999997 -- [  172.633  2887.37 ]
383965: 3060.0, 1054.5557 -- [   52.3957  1002.16  ]
383992: 3060.0, 3060.005 -- [  192.815  2867.19 ]
384012: 3060.0, 1728.4209999999998 -- [ 811.929  916.492]
384096: 3060.0, 2703.979 -- [ 1309.87    830.927   563.182]
384350: 3060.0, 2863.813 -- [ 2330.26    533.553]
384402: 3060.0, 2076.3582 -- [ 1998.57      77.7882]
384424: 3060.0, 2053.5550000000003 -- [  144.915  1908.64 ]
384602: 3060.0, 906.005 -- [ 850.818   55.187]
384679: 3060.0, 2867.643243 -- [  3.33243000e-01   2.86731000e+03]
384719: 3060.0, 2809.5860000000002 -- [  166.286  2643.3  ]
384765: 3060.0, 1298.7820000000002 -- [  138.102  1160.68 ]
384801: 3060.0, 907.12 -- [ 136.934  770.186]
384913: 3060.0, 2789.186 -- [  158.226  2630.96 ]
385137: 3060.0, 2389.9717 -- [   18.8617  2371.11  ]
385460: 3060.0, 3059.998 -- [ 2840.86    219.138]
385466: 3060.0, 1832.66 -- [  237.98  1594.68]
385474: 3060.0, 1884.978 -- [ 1498.3     386.678]
385562: 3060.0, 1650.291 -- [ 1460.32    189.971]
385622: 3060.0, 3060.0 -- [ 2825.51   234.49]
385793: 3060.0, 2482.8269999999998 -- [ 2339.97    142.857]
385932: 3060.0, 2459.8254 -- [   18.8854  2440.94  ]
386199: 3060.0, 3060.004 -- [  124.874  2935.13 ]
386438: 3060.0, 589.0812 -- [ 555.622    33.4592]
386486: 3060.0, 1316.896 -- [ 1173.32    143.576]
386504: 3060.0, 138.2747 -- [ 60.2513  78.0234]
386537: 3060.0, 861.0419999999999 -- [ 248.152  612.89 ]
386566: 3060.0, 3060.003 -- [ 2793.48    266.523]
386667: 3060.0, 2763.7463 -- [ 2747.68      16.0663]
